Normal,Foil,Name,Set,Card Number,Color,Rarity,Price,Foil Price
1,0,Scar - Vicious Cheater,002,125,Ruby,Legendary,"€4.76","€16.97"
2,1,Shere Khan - Menacing Predator,002,126,Ruby,Rare,"€0.89","€2.88"
7,2,Tigger - One of a Kind,002,127,Ruby,Common,"€0.05","€0.13"
2,0,Tuk Tuk - Wrecking Ball,002,128,Ruby,Rare,"€0.09","€0.59"
5,2,Go the Distance,002,129,Ruby,Common,"€0.05","€0.13"
4,0,Teeth and Ambitions,002,130,Ruby,Rare,"€2.42","€5.37"
6,0,The Most Diabolical Scheme,002,131,Ruby,Uncommon,"€0.05","€0.17"
8,1,What Did You Call Me?,002,132,Ruby,Common,"€0.05","€0.13"
4,1,You Can Fly!,002,133,Ruby,Uncommon,"€0.05","€0.15"
1,0,Dinner Bell,002,134,Ruby,Rare,"€0.09","€0.99"
8,1,Peter Pan's Dagger,002,135,Ruby,Common,"€0.05","€0.09"
6,0,Sword in the Stone,002,136,Ruby,Uncommon,"€0.05","€0.10"
0,0,Alice - Growing Girl,002,137,Sapphire,Legendary,"€7.02","€15.48"
4,0,Basil - Great Mouse Detective,002,138,Sapphire,Super Rare,"€0.13","€0.91"
5,0,Basil - Of Baker Street,002,139,Sapphire,Common,"€0.05","€0.09"
11,1,Basil - Perceptive Investigator,002,140,Sapphire,Common,"€0.05","€0.09"
4,1,Caterpillar - Calm and Collected,002,141,Sapphire,Uncommon,"€0.10","€0.58"
1,0,Cogsworth - Grandfather Clock,002,142,Sapphire,Super Rare,"€1.06","€2.03"
8,0,Cogsworth - Talking Clock,002,143,Sapphire,Uncommon,"€0.05","€0.48"
12,0,Cruella De Vil - Fashionable Cruiser,002,144,Sapphire,Common,"€0.05","€0.13"
3,0,Cruella De Vil - Perfectly Wretched,002,145,Sapphire,Uncommon,"€0.05","€0.13"
7,1,Duke Weaselton - Small-Time Crook,002,146,Sapphire,Common,"€0.05","€0.10"
4,1,Gaston - Intellectual Powerhouse,002,147,Sapphire,Rare,"€0.10","€0.29"
4,0,Grand Pabbie - Oldest and Wisest,002,148,Sapphire,Super Rare,"€0.24","€1.74"
3,0,Hiram Flaversham - Toymaker,002,149,Sapphire,Rare,"€0.68","€3.07"
6,0,James - Role Model,002,150,Sapphire,Common,"€0.05","€0.09"
8,0,Jasmine - Heir of Agrabah,002,151,Sapphire,Common,"€0.07","€0.09"
8,0,Judy Hopps - Optimistic Officer,002,152,Sapphire,Uncommon,"€0.09","€0.63"
1,0,Mrs. Judson - Housekeeper,002,153,Sapphire,Rare,"€0.17","€0.68"
6,1,Nick Wilde - Wily Fox,002,154,Sapphire,Uncommon,"€0.17","€0.17"
2,0,Noi - Orphaned Thief,002,155,Sapphire,Rare,"€0.17","€1.07"
11,3,Owl - Logical Lecturer,002,156,Sapphire,Common,"€0.07","€0.09"
3,0,Prince Charming - Heir to the Throne,002,157,Sapphire,Rare,"€0.12","€0.79"
8,2,Rabbit - Reluctant Host,002,158,Sapphire,Common,"€0.07","€0.12"
3,1,Sisu - Divine Water Dragon,002,159,Sapphire,Legendary,"€3.73","€12.74"
13,1,The Nokk - Water Spirit,002,160,Sapphire,Common,"€0.05","€0.13"
4,0,Winnie the Pooh - Having a Think,002,161,Sapphire,Rare,"€0.17","€1.57"
1,0,Falling Down the Rabbit Hole,002,162,Sapphire,Rare,"€0.13","€0.64"
6,0,Four Dozen Eggs,002,163,Sapphire,Uncommon,"€0.07","€0.23"
7,0,Launch,002,164,Sapphire,Uncommon,"€0.05","€0.11"
7,0,Nothing to Hide,002,165,Sapphire,Common,"€0.05","€0.15"
9,0,Fang Crossbow,002,166,Sapphire,Uncommon,"€0.05","€0.09"
8,0,Gumbo Pot,002,167,Sapphire,Common,"€0.05","€0.09"
4,1,Maurice's Workshop,002,168,Sapphire,Rare,"€0.17","€0.90"
10,0,Pawpsicle,002,169,Sapphire,Common,"€0.09","€0.17"
5,0,Sardine Can,002,170,Sapphire,Uncommon,"€0.07","€0.15"
9,1,Beast - Forbidding Recluse,002,171,Steel,Common,"€0.07","€0.13"
1,0,Beast - Selfless Protector,002,172,Steel,Super Rare,"€0.13","€1.19"
4,1,Beast - Tragic Hero,002,173,Steel,Legendary,"€44.53","€56.52"
8,0,Benja - Guardian of the Dragon Gem,002,174,Steel,Common,"€0.07","€0.13"
1,1,Chief Bogo - Respected Officer,002,175,Steel,Rare,"€0.11","€1.10"
11,1,Cinderella - Knight in Training,002,176,Steel,Common,"€0.07","€0.12"
2,0,Cinderella - Stouthearted,002,177,Steel,Super Rare,"€3.00","€7.21"
7,0,Donald Duck - Deep-Sea Diver,002,178,Steel,Common,"€0.07","€0.13"
4,1,Eli La Bouff - Big Daddy,002,179,Steel,Uncommon,"€0.07","€0.17"
3,0,Goofy - Knight for a Day,002,180,Steel,Rare,"€0.20","€1.20"
2,0,Hercules - Divine Hero,002,181,Steel,Rare,"€0.53","€1.61"
11,0,Hercules - Hero in Training,002,182,Steel,Common,"€0.07","€0.17"
4,0,Jafar - Dreadnought,002,183,Steel,Uncommon,"€0.13","€0.64"
7,0,Jafar - Royal Vizier,002,184,Steel,Common,"€0.05","€0.17"
2,0,Kronk - Junior Chipmunk,002,185,Steel,Rare,"€0.09","€0.91"
7,0,Lawrence - Jealous Manservant,002,186,Steel,Uncommon,"€0.07","€0.15"
8,0,Li Shang - Archery Instructor,002,187,Steel,Uncommon,"€0.05","€0.17"
11,2,Magic Broom - Industrial Model,002,188,Steel,Common,"€0.05","€0.14"
0,0,Namaari - Morning Mist,002,189,Steel,Legendary,"€3.70","€10.15"
6,0,Pacha - Village Leader,002,190,Steel,Uncommon,"€0.07","€0.13"
11,0,Prince Naveen - Penniless Royal,002,191,Steel,Common,"€0.05","€0.09"
1,0,Queen of Hearts - Capricious Monarch,002,192,Steel,Rare,"€0.09","€0.71"
5,0,Robin Hood - Capable Fighter,002,193,Steel,Uncommon,"€0.09","€0.34"
6,0,The Huntsman - Reluctant Enforcer,002,194,Steel,Rare,"€0.13","€0.30"
7,1,The Prince - Never Gives Up,002,195,Steel,Uncommon,"€0.07","€0.22"
4,1,Tiana - Celebrating Princess,002,196,Steel,Super Rare,"€0.19","€0.37"
9,1,Tiana - Diligent Waitress,002,197,Steel,Common,"€0.07","€0.12"
8,0,Charge!,002,198,Steel,Common,"€0.05","€0.09"
7,0,Let the Storm Rage On,002,199,Steel,Common,"€0.13","€0.48"
8,0,Pick a Fight,002,200,Steel,Uncommon,"€0.07","€0.22"
3,0,Strength of a Raging Fire,002,201,Steel,Rare,"€2.37","€3.07"
6,2,Last Cannon,002,202,Steel,Common,"€0.05","€0.17"
6,0,Mouse Armor,002,203,Steel,Uncommon,"€0.05","€0.23"
2,0,Weight Set,002,204,Steel,Rare,"€0.09","€0.76"
3,1,Baloo - von Bruinwald XIII,003,1,Amber,Rare,"€0.62","€2.11"
4,0,Bernard - Brand-New Agent,003,2,Amber,Rare,"€0.27","€0.91"
4,0,Chernabog - Evildoer,003,3,Amber,Super Rare,"€1.21","€5.09"
2,1,Dalmatian Puppy - Tail Wagger,003,4,Amber,Common,"€0.12","€0.46"
1,0,Dalmatian Puppy - Tail Wagger,003,4,Amber,Common,"€0.38","€0.48"
2,1,Dalmatian Puppy - Tail Wagger,003,4,Amber,Common,"€0.38","€1.10"
3,0,Dalmatian Puppy - Tail Wagger,003,4,Amber,Common,"€0.39","€0.58"
3,0,Dalmatian Puppy - Tail Wagger,003,4,Amber,Common,"€0.39","€1.10"
5,0,Joshua Sweet - The Doctor,003,5,Amber,Common,"€0.11","€0.33"
8,1,Kida - Atlantean,003,6,Amber,Common,"€0.11","€0.26"
4,0,Kida - Protector of Atlantis,003,7,Amber,Legendary,"€11.53","€17.21"
2,0,Lucky - The 15th Puppy,003,8,Amber,Rare,"€0.43","€1.68"
5,1,Minnie Mouse - Musical Artist,003,9,Amber,Rare,"€0.14","€0.85"
6,0,Miss Bianca - Rescue Aid Society Agent,003,10,Amber,Common,"€0.11","€0.33"
4,1,Mr. Snoops - Inept Businessman,003,11,Amber,Common,"€0.10","€0.17"
6,0,Nani - Protective Sister,003,12,Amber,Uncommon,"€0.12","€0.38"
6,1,Orville - Ace Pilot,003,13,Amber,Common,"€0.11","€0.29"
9,0,Patch - Intimidating Pup,003,14,Amber,Common,"€0.11","€0.32"
1,0,Perdita - Devoted Mother,003,15,Amber,Legendary,"€9.82","€16.07"
4,0,Piglet - Pooh Pirate Captain,003,16,Amber,Super Rare,"€2.32","€4.66"
4,1,Pluto - Determined Defender,003,17,Amber,Rare,"€0.85","€1.80"
6,0,Pluto - Friendly Pooch,003,18,Amber,Uncommon,"€0.22","€0.78"
2,1,Pongo - Determined Father,003,19,Amber,Super Rare,"€0.66","€0.62"
4,0,Queen of Hearts - Wonderland Empress,003,20,Amber,Uncommon,"€0.12","€0.45"
7,1,Rolly - Hungry Pup,003,21,Amber,Uncommon,"€0.12","€0.31"
5,1,Tinker Bell - Generous Fairy,003,22,Amber,Uncommon,"€0.12","€0.29"
7,0,Wendy Darling - Talented Sailor,003,23,Amber,Uncommon,"€0.12","€0.49"
4,0,99 Puppies,003,24,Amber,Uncommon,"€0.12","€0.42"
7,0,Boss's Orders,003,25,Amber,Common,"€0.11","€0.27"
4,0,Heal What Has Been Hurt,003,26,Amber,Common,"€0.11","€0.40"
5,1,Quick Patch,003,27,Amber,Common,"€0.10","€0.33"
4,0,The Bare Necessities,003,28,Amber,Rare,"€3.13","€4.42"
8,1,Cleansing Rainwater,003,29,Amber,Common,"€0.10","€0.26"
2,0,Heart of Atlantis,003,30,Amber,Rare,"€0.13","€0.70"
5,0,Wildcat's Wrench,003,31,Amber,Uncommon,"€0.12","€0.40"
7,0,Never Land - Mermaid Lagoon,003,32,Amber,Common,"€0.09","€0.49"
3,0,Pride Lands - Pride Rock,003,33,Amber,Rare,"€1.10","€2.01"
4,0,Tiana's Palace - Jazz Restaurant,003,34,Amber,Uncommon,"€0.12","€0.49"
2,1,Alice - Tea Alchemist,003,35,Amethyst,Super Rare,"€0.23","€0.83"
6,2,Chernabog's Followers - Creatures of Evil,003,36,Amethyst,Uncommon,"€0.20","€0.53"
7,0,Diablo - Faithful Pet,003,37,Amethyst,Common,"€0.10","€0.22"
4,0,Genie - Supportive Friend,003,38,Amethyst,Super Rare,"€1.00","€2.11"
2,0,Hydros - Ice Titan,003,39,Amethyst,Uncommon,"€0.12","€0.40"
5,2,Iago - Pretty Polly,003,40,Amethyst,Common,"€0.10","€0.22"
3,0,Jafar - Lamp Thief,003,41,Amethyst,Uncommon,"€0.12","€0.45"
0,0,Jafar - Striking Illusionist,003,42,Amethyst,Legendary,"€31.58","€33.92"
5,0,Lena Sabrewing - Rebellious Teenager,003,43,Amethyst,Common,"€0.10","€0.24"
2,0,Magic Broom - Dancing Duster,003,44,Amethyst,Uncommon,"€0.12","€0.32"
7,1,Magic Broom - Swift Cleaner,003,45,Amethyst,Common,"€0.10","€0.22"
5,0,Magic Broom - The Big Sweeper,003,46,Amethyst,Common,"€0.11","€0.32"
4,1,Magic Carpet - Flying Rug,003,47,Amethyst,Common,"€0.10","€0.29"
5,0,Magica De Spell - Ambitious Witch,003,48,Amethyst,Common,"€0.10","€0.15"
2,0,Magica De Spell - The Midas Touch,003,49,Amethyst,Super Rare,"€0.59","€1.51"
5,1,Magica De Spell - Thieving Sorceress,003,50,Amethyst,Uncommon,"€0.12","€0.40"
2,1,Maleficent - Mistress of All Evil,003,51,Amethyst,Legendary,"€6.07","€14.35"
3,0,Mama Odie - Voice of Wisdom,003,52,Amethyst,Uncommon,"€0.12","€0.37"
8,1,Pua - Potbellied Buddy,003,53,Amethyst,Common,"€0.10","€0.33"
2,0,Rafiki - Mystical Fighter,003,54,Amethyst,Rare,"€0.90","€1.50"
3,1,Stratos - Tornado Titan,003,55,Amethyst,Rare,"€0.17","€0.90"
6,1,The Firebird - Force of Destruction,003,56,Amethyst,Common,"€0.10","€0.29"
5,0,The Queen - Hateful Rival,003,57,Amethyst,Common,"€0.11","€0.32"
5,0,Treasure Guardian - Protector of the Cave,003,58,Amethyst,Rare,"€0.14","€1.10"
4,0,Ursula - Sea Witch,003,59,Amethyst,Rare,"€0.32","€0.39"
4,0,Bestow a Gift,003,60,Amethyst,Common,"€0.10","€0.33"
3,0,It Calls Me,003,61,Amethyst,Uncommon,"€0.12","€0.49"
6,0,Last-Ditch Effort,003,62,Amethyst,Uncommon,"€0.12","€0.39"
3,1,The Boss Is On A Roll,003,63,Amethyst,Rare,"€0.23","€0.84"
1,0,The Lamp,003,64,Amethyst,Rare,"€0.40","€2.03"
4,0,The Sorcerer's Hat,003,65,Amethyst,Rare,"€0.40","€0.84"
6,1,Forbidden Mountain - Maleficent's Castle,003,66,Amethyst,Common,"€0.10","€0.39"
5,0,The Queen's Castle - Mirror Chamber,003,67,Amethyst,Rare,"€5.39","€5.09"
2,1,The Sorcerer's Tower - Wondrous Workspace,003,68,Amethyst,Uncommon,"€0.12","€0.90"
8,0,Cubby - Mighty Lost Boy,003,69,Emerald,Common,"€0.10","€0.15"
3,0,Cursed Merfolk - Ursula's Handiwork,003,70,Emerald,Rare,"€2.42","€3.27"
8,1,Don Karnage - Prince of Pirates,003,71,Emerald,Common,"€0.11","€0.29"
6,0,Flotsam - Riffraff,003,72,Emerald,Common,"€0.10","€0.29"
4,0,Friar Tuck - Priest Of Nottingham,003,73,Emerald,Uncommon,"€0.12","€0.31"
4,0,Helga Sinclair - Femme Fatale,003,74,Emerald,Super Rare,"€0.45","€1.31"
4,0,Helga Sinclair - Vengeful Partner,003,75,Emerald,Rare,"€0.14","€0.90"
9,1,Jetsam - Riffraff,003,76,Emerald,Common,"€0.10","€0.22"
5,1,Kit Cloudkicker - Tough Guy,003,77,Emerald,Uncommon,"€0.17","€0.38"
4,0,Lyle Tiberius Rourke - Cunning Mercenary,003,78,Emerald,Super Rare,"€0.90","€2.73"
6,0,Milo Thatch - Clever Cartographer,003,79,Emerald,Common,"€0.10","€0.15"
2,0,Milo Thatch - King of Atlantis,003,80,Emerald,Legendary,"€4.57","€8.24"
4,0,Morph - Space Goo,003,81,Emerald,Rare,"€3.95","€5.17"
3,1,Peter Pan - Lost Boy Leader,003,82,Emerald,Rare,"€0.17","€0.23"
4,0,Prince John - Phony King,003,83,Emerald,Uncommon,"€0.14","€0.49"
3,0,Robin Hood - Daydreamer,003,84,Emerald,Rare,"€0.23","€1.51"
2,0,Shenzi - Hyena Pack Leader,003,85,Emerald,Super Rare,"€0.22","€1.36"
6,1,Sir Hiss - Aggravating Asp,003,86,Emerald,Common,"€0.10","€0.21"
6,0,Skippy - Energetic Rabbit,003,87,Emerald,Common,"€0.10","€0.25"
6,1,Starkey - Devious Pirate,003,88,Emerald,Uncommon,"€0.12","€0.39"
3,1,Stitch - Covert Agent,003,89,Emerald,Rare,"€0.14","€1.10"
3,0,Ursula - Deceiver,003,90,Emerald,Uncommon,"€0.46","€1.41"
0,0,Ursula - Deceiver of All,003,91,Emerald,Legendary,"€50.25","€71.53"
7,0,Wildcat - Mechanic,003,92,Emerald,Uncommon,"€0.12","€0.48"
5,1,Zazu - Steward of the Pride Lands,003,93,Emerald,Common,"€0.10","€0.25"
5,0,Has Set My Heaaaaaaart . . .,003,94,Emerald,Uncommon,"€0.12","€0.40"
4,0,I Will Find My Way,003,95,Emerald,Common,"€0.10","€0.29"
7,0,Strike A Good Match,003,96,Emerald,Common,"€0.17","€0.27"
7,0,Airfoil,003,97,Emerald,Common,"€0.10","€0.25"
3,0,Robin's Bow,003,98,Emerald,Uncommon,"€0.12","€0.24"
4,0,Starlight Vial,003,99,Emerald,Rare,"€0.14","€0.46"
9,2,De Vil Manor - Cruella's Estate,003,100,Emerald,Common,"€0.10","€0.25"
3,1,Fang - River City,003,101,Emerald,Rare,"€0.32","€1.65"
4,1,Kuzco's Palace - Home of the Emperor,003,102,Emerald,Uncommon,"€0.12","€0.39"
4,0,Ariel - Adventurous Collector,003,103,Ruby,Super Rare,"€0.29","€2.02"
8,0,Billy Bones - Keeper of the Map,003,104,Ruby,Common,"€0.10","€0.15"
4,0,Captain Hook - Master Swordsman,003,105,Ruby,Rare,"€0.53","€1.05"
9,0,Della Duck - Unstoppable Mom,003,106,Ruby,Common,"€0.11","€0.27"
8,0,HeiHei - Accidental Explorer,003,107,Ruby,Uncommon,"€0.12","€0.48"
0,0,Hydra - Deadly Serpent,003,108,Ruby,Legendary,"€3.44","€9.26"
1,0,Jim Hawkins - Space Traveler,003,109,Ruby,Legendary,"€32.81","€40.72"
5,1,Jim Hawkins - Thrill Seeker,003,110,Ruby,Common,"€0.10","€0.24"
8,1,Kakamora - Menacing Sailor,003,111,Ruby,Common,"€0.10","€0.25"
4,0,Madame Medusa - The Boss,003,112,Ruby,Super Rare,"€1.57","€3.07"
5,0,Maui - Soaring Demigod,003,113,Ruby,Uncommon,"€0.12","€0.30"
3,1,Maui - Whale,003,114,Ruby,Rare,"€0.23","€0.62"
8,0,Milo Thatch - Spirited Scholar,003,115,Ruby,Common,"€0.10","€0.29"
3,1,Moana - Born Leader,003,116,Ruby,Rare,"€0.15","€0.15"
9,0,Moana - Undeterred Voyager,003,117,Ruby,Common,"€0.10","€0.27"
6,0,Nutsy - Vulture Henchman,003,118,Ruby,Common,"€0.10","€0.25"
4,0,Peter Pan - Never Land Hero,003,119,Ruby,Common,"€0.10","€0.12"
4,0,Peter Pan - Pirate's Bane,003,120,Ruby,Rare,"€0.23","€0.99"
4,0,Prince Eric - Expert Helmsman,003,121,Ruby,Super Rare,"€1.77","€3.81"
3,0,Scroop - Backstabber,003,122,Ruby,Uncommon,"€0.12","€0.40"
2,0,Simba - Scrappy Cub,003,123,Ruby,Rare,"€0.41","€1.57"
6,0,Slightly - Lost Boy,003,124,Ruby,Uncommon,"€0.12","€0.22"
6,0,Stitch - Little Rocket,003,125,Ruby,Common,"€0.10","€0.27"
4,0,Trigger - Not-So-Sharp Shooter,003,126,Ruby,Uncommon,"€0.12","€0.36"
9,0,Webby Vanderquack - Enthusiastic Duck,003,127,Ruby,Common,"€0.10","€0.15"
2,0,Divebomb,003,128,Ruby,Uncommon,"€0.12","€0.40"
3,2,I've Got a Dream,003,129,Ruby,Uncommon,"€0.12","€0.30"
3,1,On Your Feet! Now!,003,130,Ruby,Rare,"€0.22","€0.80"
6,1,Voyage,003,131,Ruby,Common,"€0.12","€0.15"
3,1,Maui's Fish Hook,003,132,Ruby,Rare,"€0.40","€1.10"
5,1,Sumerian Talisman,003,133,Ruby,Uncommon,"€0.17","€0.38"
8,0,Agrabah - Marketplace,003,134,Ruby,Common,"€0.14","€0.43"
2,0,Jolly Roger - Hook's Ship,003,135,Ruby,Uncommon,"€0.15","€1.01"
2,0,RLS Legacy - Solar Galleon,003,136,Ruby,Rare,"€1.08","€4.98"
3,1,Audrey Ramirez - The Engineer,003,137,Sapphire,Rare,"€0.22","€0.62"
6,1,Captain Amelia - First In Command,003,138,Sapphire,Common,"€0.10","€0.27"
7,1,Dewey - Showy Nephew,003,139,Sapphire,Uncommon,"€0.12","€0.38"
6,0,Flintheart Glomgold - Lone Cheater,003,140,Sapphire,Uncommon,"€0.12","€0.48"
4,0,Genie - Cramped in the Lamp,003,141,Sapphire,Uncommon,"€0.12","€0.46"
9,1,Gramma Tala - Keeper of Ancient Stories,003,142,Sapphire,Common,"€0.10","€0.22"
2,1,Gramma Tala - Spirit of the Ocean,003,143,Sapphire,Legendary,"€8.75","€19.00"
4,0,Gyro Gearloose - Gadget Whiz,003,144,Sapphire,Rare,"€0.14","€0.39"
2,0,Huey - Savvy Nephew,003,145,Sapphire,Rare,"€0.14","€0.83"
4,0,King Louie - Bandleader,003,146,Sapphire,Common,"€0.10","€0.32"
4,0,Kit Cloudkicker - Navigator,003,147,Sapphire,Uncommon,"€0.12","€0.36"
5,1,Kit Cloudkicker - Spunky Bear Cub,003,148,Sapphire,Common,"€0.10","€0.27"
9,0,Louie - Chill Nephew,003,149,Sapphire,Common,"€0.10","€0.27"
8,1,Maid Marian - Delightful Dreamer,003,150,Sapphire,Common,"€0.10","€0.32"
3,1,Mama Odie - Mystical Maven,003,151,Sapphire,Rare,"€0.32","€0.75"
7,0,Pluto - Mickey's Clever Friend,003,152,Sapphire,Common,"€0.10","€0.33"
5,0,Rufus - Orphanage Cat,003,153,Sapphire,Common,"€0.10","€0.29"
3,1,Scrooge McDuck - Richest Duck in the World,003,154,Sapphire,Super Rare,"€0.44","€0.62"
5,1,Scrooge Mcduck - Uncle Moneybags,003,155,Sapphire,Uncommon,"€0.17","€0.48"
4,0,The Queen - Mirror Seeker,003,156,Sapphire,Uncommon,"€0.12","€0.32"
1,1,Tinker Bell - Very Clever Fairy,003,157,Sapphire,Super Rare,"€0.39","€2.12"
3,1,Wendy Darling - Authority on Peter Pan,003,158,Sapphire,Super Rare,"€0.39","€1.58"
4,0,Distract,003,159,Sapphire,Common,"€0.10","€0.22"
1,2,Friend Like Me,003,160,Sapphire,Rare,"€0.17","€1.13"
4,0,How Far I'll Go,003,161,Sapphire,Uncommon,"€0.12","€0.38"
7,0,Repair,003,162,Sapphire,Common,"€0.10","€0.15"
4,0,Aurelian Gyrosensor,003,163,Sapphire,Rare,"€0.23","€1.08"
4,0,Heart of Te Fiti,003,164,Sapphire,Rare,"€0.28","€0.89"
1,1,Lucky Dime,003,165,Sapphire,Legendary,"€4.57","€10.27"
3,0,Scrooge's Top Hat,003,166,Sapphire,Uncommon,,
8,0,Vault Door,003,167,Sapphire,Common,,
1,0,Belle's House - Maurice's Workshop,003,168,Sapphire,Rare,"€0.39","€0.76"
5,0,McDuck Manor - Scrooge's Mansion,003,169,Sapphire,Common,"€0.10","€0.22"
7,1,Motunui - Island Paradise,003,170,Sapphire,Uncommon,"€0.12","€0.38"
6,0,Chief Tui - Proud of Motunui,003,171,Steel,Common,"€0.10","€0.29"
5,0,Eeyore - Overstuffed Donkey,003,172,Steel,Common,"€0.10","€0.22"
4,0,Gustav The Giant - Terror of the Kingdom,003,173,Steel,Rare,"€0.14","€0.85"
3,0,Hades - Hotheaded Ruler,003,174,Steel,Rare,"€0.40","€0.84"
5,1,Helga Sinclair - Right-Hand Woman,003,175,Steel,Common,"€0.10","€0.33"
4,0,John Silver - Greedy Treasure Seeker,003,176,Steel,Rare,"€1.12","€2.53"
8,1,Kida - Royal Warrior,003,177,Steel,Common,"€0.10","€0.30"
3,0,Little John - Resourceful Outlaw,003,178,Steel,Super Rare,"€0.58","€1.87"
4,0,Little John - Robin's Pal,003,179,Steel,Uncommon,"€0.12","€0.40"
4,0,Lythos - Rock Titan,003,180,Steel,Uncommon,"€0.12","€0.38"
7,0,Mickey Mouse - Stalwart Explorer,003,181,Steel,Common,"€0.10","€0.27"
1,0,Mickey Mouse - Trumpeter,003,182,Steel,Legendary,"€5.11","€14.38"
5,1,Minnie Mouse - Funky Spelunker,003,183,Steel,Common,"€0.10","€0.33"
3,0,Mr. Smee - Bumbling Mate,003,184,Steel,Uncommon,"€0.26","€0.68"
4,0,Mufasa - Champion of the Pride Lands,003,185,Steel,Rare,"€0.14","€0.59"
4,0,Nala - Fierce Friend,003,186,Steel,Uncommon,"€0.12","€0.37"
3,0,Pyros - Lava Titan,003,187,Steel,Rare,"€0.14","€1.57"
5,1,Razoul - Palace Guard,003,188,Steel,Common,"€0.10","€0.21"
4,0,Robin Hood - Beloved Outlaw,003,189,Steel,Common,"€0.15","€0.32"
0,0,Robin Hood - Champion of Sherwood,003,190,Steel,Legendary,"€37.74","€47.52"
2,0,Sheriff of Nottingham - Corrupt Official,003,191,Steel,Super Rare,"€1.21","€3.22"
3,0,Simba - Fighting Prince,003,192,Steel,Super Rare,"€0.22","€1.81"
4,1,Simba - Rightful King,003,193,Steel,Uncommon,"€0.12","€0.32"
4,0,Thaddeus E. Klang - Metallic Leader,003,194,Steel,Uncommon,"€0.12","€0.24"
2,0,And Then Along Came Zeus,003,195,Steel,Rare,"€4.16","€5.86"
5,0,Ba-boom!,003,196,Steel,Common,"€0.10","€0.39"
5,1,Olympus Would Be That Way,003,197,Steel,Common,"€0.10","€0.29"
5,0,Rise of the Titans,003,198,Steel,Uncommon,"€0.19","€0.83"
4,0,Captain Hook's Rapier,003,199,Steel,Uncommon,"€0.12","€0.58"
7,0,Gizmosuit,003,200,Steel,Common,"€0.10","€0.15"
3,0,Map of Treasure Planet,003,201,Steel,Rare,"€0.14","€1.51"
4,0,Maui's Place of Exile - Hidden Island,003,202,Steel,Rare,"€0.80","€1.31"
5,0,Nottingham - Prince John's Castle,003,203,Steel,Common,"€0.11","€0.49"
3,0,The Bayou - Mysterious Swamp,003,204,Steel,Uncommon,"€0.17","€0.68"
